date,city,pm2_5,pm10,no2,temp,humidity
2022-07-08,Karachi,5.72,8.56,2.57,27.8,86
2022-07-09,Karachi,5.23,7.05,2.78,27.8,87
2022-07-09,Karachi,5.32,6.59,3.21,27.5,90
2022-07-09,Karachi,6.2,7.31,3.73,27.1,90
2022-07-09,Karachi,7.66,8.9,5.48,27.1,89
2022-07-09,Karachi,8.95,10.38,8.48,27.2,84
2022-07-09,Karachi,9.0,10.43,8.83,27.5,84
2022-07-09,Karachi,8.5,9.91,7.11,27.8,83
2022-07-09,Karachi,7.9,9.41,5.44,27.8,83
2022-07-09,Karachi,7.55,9.42,4.71,28.3,80
2022-07-09,Karachi,7.32,9.73,4.46,29.2,76
2022-07-09,Karachi,7.44,10.47,3.98,29.0,77
2022-07-09,Karachi,7.84,11.27,3.81,29.8,73
2022-07-09,Karachi,7.81,11.55,3.77,29.7,74
2022-07-09,Karachi,7.55,11.8,4.63,30.6,70
2022-07-09,Karachi,7.31,11.62,5.4,31.3,66
2022-07-09,Karachi,7.18,11.52,4.54,31.4,65
2022-07-09,Karachi,7.23,11.54,3.73,31.1,66
2022-07-09,Karachi,7.23,11.32,2.91,30.5,69
2022-07-09,Karachi,7.41,11.07,2.53,29.8,73
2022-07-09,Karachi,8.09,11.38,2.36,29.0,76
2022-07-09,Karachi,9.39,12.61,1.93,29.0,76
2022-07-09,Karachi,10.86,14.21,1.34,29.1,76
2022-07-09,Karachi,11.97,15.54,1.03,29.0,77
2022-07-09,Karachi,12.97,16.62,0.96,28.8,79
2022-07-10,Karachi,13.15,16.65,0.99,28.8,79
2022-07-10,Karachi,12.96,16.44,1.22,28.7,79
2022-07-10,Karachi,12.87,16.09,1.84,28.5,80
2022-07-10,Karachi,13.03,16.2,4.28,28.5,80
2022-07-10,Karachi,13.17,16.06,8.74,28.5,80
2022-07-10,Karachi,13.07,15.68,9.08,28.6,80
2022-07-10,Karachi,12.73,15.19,6.94,28.6,81
2022-07-10,Karachi,11.85,13.98,5.23,28.9,80
2022-07-10,Karachi,11.06,12.93,4.8,29.4,77
2022-07-10,Karachi,10.5,12.37,4.84,30.0,75
2022-07-10,Karachi,9.86,11.98,4.63,30.5,72
2022-07-10,Karachi,9.24,11.66,4.5,31.0,70
2022-07-10,Karachi,9.45,12.35,4.67,31.5,67
2022-07-10,Karachi,9.97,13.48,5.65,31.8,66
2022-07-10,Karachi,10.9,15.05,5.74,32.1,64
2022-07-10,Karachi,12.02,16.96,4.37,32.2,64
2022-07-10,Karachi,13.25,18.65,3.56,31.9,65
2022-07-10,Karachi,14.28,19.96,2.87,31.4,67
2022-07-10,Karachi,15.69,21.7,2.55,31.1,69
2022-07-10,Karachi,17.61,23.64,2.4,30.2,74
2022-07-10,Karachi,17.99,23.77,1.93,29.6,78
2022-07-10,Karachi,17.38,23.32,1.63,29.5,78
2022-07-10,Karachi,16.33,22.43,1.27,29.4,78
2022-07-10,Karachi,15.12,20.81,1.18,29.3,79
2022-07-11,Karachi,14.31,19.53,1.2,29.2,79
2022-07-11,Karachi,13.64,18.15,1.44,28.7,81
2022-07-11,Karachi,12.46,15.85,1.93,29.0,79
2022-07-11,Karachi,11.69,14.21,3.81,29.0,78
2022-07-11,Karachi,11.22,13.63,7.03,29.0,76
2022-07-11,Karachi,11.1,14.36,7.11,28.7,79
2022-07-11,Karachi,10.91,15.55,5.57,28.8,78
2022-07-11,Karachi,10.81,17.06,4.24,28.9,79
2022-07-11,Karachi,10.91,18.53,3.64,29.1,77
2022-07-11,Karachi,10.44,19.54,3.43,29.6,75
2022-07-11,Karachi,10.19,20.38,3.21,29.4,77
2022-07-11,Karachi,10.16,21.79,3.34,28.7,81
2022-07-11,Karachi,10.51,24.14,3.73,28.6,81
2022-07-11,Karachi,11.46,27.68,5.1,28.8,79
2022-07-11,Karachi,12.58,29.27,5.74,29.0,78
2022-07-11,Karachi,14.3,31.06,4.54,29.4,76
2022-07-11,Karachi,15.2,33.08,3.77,29.7,76
2022-07-11,Karachi,16.17,35.57,2.91,30.3,73
2022-07-11,Karachi,17.79,39.35,2.51,30.0,74
2022-07-11,Karachi,20.08,43.87,2.42,29.4,76
2022-07-11,Karachi,22.76,49.18,2.14,29.1,77
2022-07-11,Karachi,25.38,55.75,1.63,28.9,78
2022-07-11,Karachi,27.64,63.73,1.25,28.7,79
2022-07-11,Karachi,28.45,66.17,1.14,28.8,80
2022-07-12,Karachi,27.63,59.16,1.11,28.8,80
2022-07-12,Karachi,25.87,50.29,1.33,28.7,80
2022-07-12,Karachi,25.38,46.79,1.8,28.6,82
2022-07-12,Karachi,25.72,46.04,3.64,28.6,82
2022-07-12,Karachi,26.57,46.34,6.77,28.5,83
2022-07-12,Karachi,26.76,46.18,6.51,28.6,83
2022-07-12,Karachi,26.89,46.94,4.97,28.6,83
2022-07-12,Karachi,27.3,50.17,3.81,29.0,82
2022-07-12,Karachi,27.46,52.9,3.34,29.6,79
2022-07-12,Karachi,25.73,48.51,3.21,30.3,75
2022-07-12,Karachi,23.29,42.53,3.21,31.2,70
2022-07-12,Karachi,21.86,40.1,3.81,32.0,66
2022-07-12,Karachi,22.45,43.48,4.76,32.6,63
2022-07-12,Karachi,24.02,51.24,6.51,33.1,62
2022-07-12,Karachi,24.25,56.85,7.28,33.1,62
2022-07-12,Karachi,23.82,63.23,6.08,33.0,63
2022-07-12,Karachi,23.6,69.37,5.14,32.5,65
2022-07-12,Karachi,23.04,70.66,3.77,32.2,66
2022-07-12,Karachi,22.54,73.87,3.0,31.8,67
2022-07-12,Karachi,23.46,83.84,2.72,30.9,72
2022-07-12,Karachi,25.11,94.03,2.31,30.3,76
2022-07-12,Karachi,26.52,95.44,1.67,30.0,79
2022-07-12,Karachi,26.94,89.34,1.3,29.7,81
2022-07-12,Karachi,26.77,80.58,1.27,29.6,82
2022-07-13,Karachi,27.16,74.24,1.39,29.4,83
2022-07-13,Karachi,28.39,69.44,1.86,29.3,82
2022-07-13,Karachi,29.93,65.46,3.0,29.1,83
2022-07-13,Karachi,31.51,62.1,6.43,29.0,83
2022-07-13,Karachi,32.47,62.35,11.31,28.9,83
2022-07-13,Karachi,32.32,60.93,11.48,29.0,82
2022-07-13,Karachi,32.18,59.51,9.0,28.9,83
2022-07-13,Karachi,33.19,58.56,7.45,29.2,82
2022-07-13,Karachi,35.9,59.49,8.65,29.8,78
2022-07-13,Karachi,38.36,61.19,10.97,30.8,72
2022-07-13,Karachi,38.86,59.59,11.14,31.7,68
2022-07-13,Karachi,38.49,57.38,10.02,32.5,66
2022-07-13,Karachi,37.81,54.77,10.02,33.1,64
2022-07-13,Karachi,37.25,52.36,12.68,33.7,63
2022-07-13,Karachi,36.16,49.11,15.77,34.2,61
2022-07-13,Karachi,30.59,40.5,13.19,33.9,62
2022-07-13,Karachi,22.4,29.74,10.71,33.2,65
2022-07-13,Karachi,18.87,25.97,9.25,33.5,64
2022-07-13,Karachi,20.64,30.34,8.57,32.9,66
2022-07-13,Karachi,23.22,37.13,8.23,32.2,71
2022-07-13,Karachi,25.09,45.08,7.03,31.5,76
2022-07-13,Karachi,27.66,56.73,5.4,31.0,79
2022-07-13,Karachi,30.72,66.8,4.41,30.5,82
2022-07-13,Karachi,34.12,75.0,4.46,30.3,82
2022-07-14,Karachi,37.89,82.28,5.14,30.2,82
2022-07-14,Karachi,41.87,87.36,8.14,30.0,83
2022-07-14,Karachi,45.33,88.82,15.77,29.9,82
2022-07-14,Karachi,50.43,91.93,29.13,29.9,82
2022-07-14,Karachi,63.46,105.79,52.78,29.9,81
2022-07-14,Karachi,82.14,128.66,78.83,30.0,82
2022-07-14,Karachi,96.45,148.15,101.45,29.9,82
2022-07-14,Karachi,98.48,154.42,109.67,30.1,81
2022-07-14,Karachi,96.42,155.03,109.67,30.7,78
2022-07-14,Karachi,93.03,152.55,106.93,32.0,71
2022-07-14,Karachi,81.43,136.77,97.33,33.4,62
2022-07-14,Karachi,69.72,119.55,84.31,34.7,53
2022-07-14,Karachi,62.53,108.01,74.03,35.6,49
2022-07-14,Karachi,55.25,96.2,67.17,36.5,47
2022-07-14,Karachi,51.13,88.13,60.32,37.1,46
2022-07-14,Karachi,48.56,82.48,53.47,37.6,44
2022-07-14,Karachi,53.02,87.4,58.95,38.2,41
2022-07-14,Karachi,61.04,93.96,76.77,36.5,48
2022-07-14,Karachi,60.47,86.81,90.48,34.0,60
2022-07-14,Karachi,49.34,66.93,83.63,34.1,59
2022-07-14,Karachi,43.24,54.43,68.55,34.6,56
2022-07-14,Karachi,46.62,54.53,56.21,33.2,59
2022-07-14,Karachi,53.82,60.72,31.87,33.1,60
2022-07-14,Karachi,57.69,65.17,19.36,32.5,63
2022-07-15,Karachi,52.73,61.13,16.11,32.1,64
2022-07-15,Karachi,37.59,44.34,15.08,31.4,66
2022-07-15,Karachi,30.23,36.08,20.56,28.4,79
2022-07-15,Karachi,27.03,32.71,32.9,26.2,87
2022-07-15,Karachi,19.49,23.89,33.93,26.5,86
2022-07-15,Karachi,13.35,17.97,27.76,27.6,84
2022-07-15,Karachi,9.95,16.04,17.65,28.6,78
2022-07-15,Karachi,8.86,17.05,18.51,29.6,72
2022-07-15,Karachi,8.46,15.98,22.96,29.5,70
2022-07-15,Karachi,9.21,15.5,28.79,29.2,71
2022-07-15,Karachi,10.53,15.31,33.59,31.9,60
2022-07-15,Karachi,10.71,14.37,32.22,34.9,47
2022-07-15,Karachi,9.63,12.4,31.19,35.7,45
2022-07-15,Karachi,8.64,10.25,32.9,36.7,43
2022-07-15,Karachi,10.26,11.71,42.84,37.1,42
2022-07-15,Karachi,11.99,13.52,42.84,36.9,43
2022-07-15,Karachi,12.77,14.4,35.64,37.3,42
2022-07-15,Karachi,11.57,13.03,23.99,36.9,44
2022-07-15,Karachi,11.58,13.05,17.99,37.0,44
2022-07-15,Karachi,12.11,14.22,14.39,29.4,74
2022-07-15,Karachi,11.84,14.81,10.37,29.1,67
2022-07-15,Karachi,12.17,16.51,6.08,29.8,64
2022-07-15,Karachi,12.68,18.45,4.93,30.8,67
2022-07-15,Karachi,10.36,15.5,4.71,30.4,65
2022-07-16,Karachi,8.25,12.71,4.71,29.4,69
2022-07-16,Karachi,7.25,10.86,5.18,30.1,68
2022-07-16,Karachi,7.19,10.67,7.2,29.8,69
2022-07-16,Karachi,8.0,11.53,11.65,30.3,67
2022-07-16,Karachi,8.84,13.06,14.39,29.2,72
2022-07-16,Karachi,9.17,15.15,13.02,29.6,69
2022-07-16,Karachi,9.07,17.83,10.54,29.5,70
2022-07-16,Karachi,9.29,19.3,10.28,29.8,69
2022-07-16,Karachi,9.24,18.72,10.54,30.1,67
2022-07-16,Karachi,8.38,17.27,11.31,30.3,67
2022-07-16,Karachi,9.49,16.23,12.51,30.9,65
2022-07-16,Karachi,13.91,18.46,14.05,31.9,61
2022-07-16,Karachi,18.29,21.22,16.62,34.1,54
2022-07-16,Karachi,19.98,22.77,20.56,35.0,51
2022-07-16,Karachi,19.81,23.22,20.91,35.0,52
2022-07-16,Karachi,19.75,23.83,17.14,34.3,56
2022-07-16,Karachi,21.42,26.34,13.54,35.0,52
2022-07-16,Karachi,21.58,27.5,10.88,35.2,52
2022-07-16,Karachi,19.78,26.82,9.6,33.2,58
2022-07-16,Karachi,16.6,24.21,9.08,31.8,63
2022-07-16,Karachi,14.28,20.79,7.71,32.1,62
2022-07-16,Karachi,13.32,18.8,5.83,31.3,66
2022-07-16,Karachi,13.3,18.54,5.01,31.8,64
2022-07-16,Karachi,13.3,19.2,4.84,31.8,64
2022-07-17,Karachi,12.91,19.6,5.01,31.9,64
2022-07-17,Karachi,12.96,19.68,5.65,31.3,67
2022-07-17,Karachi,13.16,19.51,8.23,31.1,68
2022-07-17,Karachi,11.94,17.96,12.68,30.8,70
2022-07-17,Karachi,10.68,15.75,14.57,30.6,71
2022-07-17,Karachi,12.16,17.4,14.05,30.5,72
2022-07-17,Karachi,14.67,20.51,12.51,30.3,73
2022-07-17,Karachi,18.59,24.03,13.19,30.3,74
2022-07-17,Karachi,20.91,24.89,15.25,30.8,73
2022-07-17,Karachi,18.8,21.68,17.31,31.9,67
2022-07-17,Karachi,15.07,17.16,21.25,33.1,61
2022-07-17,Karachi,14.68,17.01,26.39,34.3,57
2022-07-17,Karachi,16.75,19.65,31.53,34.9,56
2022-07-17,Karachi,19.63,23.1,39.41,34.8,56
2022-07-17,Karachi,22.82,26.63,45.93,34.7,57
2022-07-17,Karachi,23.42,27.27,40.78,33.2,64
2022-07-17,Karachi,20.4,23.98,27.76,33.3,63
2022-07-17,Karachi,15.43,18.67,16.96,33.4,62
2022-07-17,Karachi,9.43,12.39,9.08,33.4,62
2022-07-17,Karachi,7.32,11.04,5.27,32.6,66
2022-07-17,Karachi,7.74,13.08,3.68,31.0,75
2022-07-17,Karachi,8.25,13.93,2.87,30.5,77
2022-07-17,Karachi,9.06,14.28,2.29,30.1,78
2022-07-17,Karachi,11.11,15.7,2.03,30.1,78
2022-07-18,Karachi,12.96,16.55,1.95,30.0,78
2022-07-18,Karachi,13.61,16.51,2.21,30.0,77
2022-07-18,Karachi,14.22,17.06,3.17,29.6,78
2022-07-18,Karachi,15.55,19.02,6.34,29.4,79
2022-07-18,Karachi,17.46,22.07,11.48,29.2,80
2022-07-18,Karachi,19.12,24.59,13.71,29.1,80
2022-07-18,Karachi,20.45,26.1,13.54,29.0,80
2022-07-18,Karachi,20.8,25.57,11.31,29.1,80
2022-07-18,Karachi,21.36,25.91,8.91,29.5,78
2022-07-18,Karachi,23.44,28.64,8.31,29.8,76
2022-07-18,Karachi,25.72,32.45,7.8,30.4,73
2022-07-18,Karachi,25.58,34.67,7.54,30.9,70
2022-07-18,Karachi,23.2,34.41,7.71,31.5,67
2022-07-18,Karachi,20.36,31.53,10.45,31.8,66
2022-07-18,Karachi,18.98,29.65,14.22,31.8,67
2022-07-18,Karachi,18.87,30.07,12.85,31.6,68
2022-07-18,Karachi,19.2,31.11,10.8,31.3,70
2022-07-18,Karachi,19.84,32.49,7.97,31.2,70
2022-07-18,Karachi,21.04,33.97,6.08,30.7,72
2022-07-18,Karachi,21.97,34.17,5.18,30.3,73
2022-07-18,Karachi,22.46,33.3,4.5,30.0,74
2022-07-18,Karachi,23.2,33.85,3.47,29.7,75
2022-07-18,Karachi,24.16,35.1,2.72,29.5,76
2022-07-18,Karachi,25.58,37.15,2.59,29.4,76
2022-07-19,Karachi,26.44,38.25,2.83,29.3,76
2022-07-19,Karachi,26.34,38.54,3.43,29.1,77
2022-07-19,Karachi,25.74,37.26,4.28,29.0,78
2022-07-19,Karachi,24.44,34.36,6.43,29.0,79
2022-07-19,Karachi,23.27,31.26,9.6,29.1,78
2022-07-19,Karachi,22.19,28.3,10.2,29.0,80
2022-07-19,Karachi,22.22,27.22,8.65,28.8,83
2022-07-19,Karachi,22.64,26.71,6.68,28.9,82
2022-07-19,Karachi,21.85,25.39,5.83,29.5,79
2022-07-19,Karachi,19.7,22.95,5.48,30.2,75
2022-07-19,Karachi,17.38,20.35,5.31,31.0,72
2022-07-19,Karachi,14.94,17.64,5.74,31.7,68
2022-07-19,Karachi,12.86,15.44,6.43,32.2,65
2022-07-19,Karachi,11.7,14.3,8.23,32.5,64
2022-07-19,Karachi,12.32,15.07,8.57,32.7,63
2022-07-19,Karachi,16.13,19.6,6.51,32.6,64
2022-07-19,Karachi,23.1,29.39,5.1,32.3,65
2022-07-19,Karachi,28.39,38.8,3.73,31.8,69
2022-07-19,Karachi,29.0,44.13,3.04,31.1,73
2022-07-19,Karachi,29.13,54.5,2.7,30.4,77
2022-07-19,Karachi,31.54,65.21,2.14,30.0,79
2022-07-19,Karachi,33.65,66.56,1.46,29.9,80
2022-07-19,Karachi,33.62,60.3,1.08,29.7,81
2022-07-19,Karachi,33.44,56.28,1.03,29.5,81
2022-07-20,Karachi,33.25,53.55,1.06,29.4,81
2022-07-22,Karachi,27.69,46.4,1.35,29.2,82
2022-07-22,Karachi,30.32,49.53,1.91,29.2,82
2022-07-22,Karachi,33.1,52.9,4.11,29.3,80
2022-07-22,Karachi,35.45,57.52,7.88,29.3,79
2022-07-22,Karachi,36.21,59.87,7.54,29.3,80
2022-07-22,Karachi,35.54,59.6,5.14,29.2,81
2022-07-22,Karachi,33.43,54.97,3.86,29.3,81
2022-07-22,Karachi,31.97,53.69,3.86,29.8,77
2022-07-22,Karachi,31.57,58.54,4.16,30.6,72
2022-07-22,Karachi,31.57,67.14,4.16,31.3,69
2022-07-22,Karachi,31.74,74.4,4.41,31.9,67
2022-07-22,Karachi,29.96,73.87,5.06,32.4,65
2022-07-22,Karachi,28.49,72.84,7.11,32.7,64
2022-07-22,Karachi,27.63,75.23,8.31,32.9,63
2022-07-22,Karachi,27.6,77.56,6.6,32.9,63
2022-07-22,Karachi,27.17,78.58,5.23,32.7,63
2022-07-22,Karachi,25.2,75.17,3.77,32.2,66
2022-07-22,Karachi,22.17,64.17,3.04,31.5,69
2022-07-22,Karachi,20.37,52.95,2.72,30.8,73
2022-07-22,Karachi,20.91,53.86,2.27,30.3,76
2022-07-22,Karachi,21.82,56.34,1.24,30.2,76
2022-07-22,Karachi,21.54,52.29,0.89,29.9,78
2022-07-22,Karachi,21.0,48.1,0.84,29.6,78
2022-07-23,Karachi,21.47,49.86,0.86,29.3,80
2022-07-23,Karachi,22.86,55.01,1.08,29.1,82
2022-07-23,Karachi,24.31,63.04,1.63,29.1,81
2022-07-23,Karachi,25.03,64.57,3.73,28.9,81
2022-07-23,Karachi,25.23,62.08,7.11,28.7,81
2022-07-23,Karachi,24.7,54.94,6.85,28.7,81
2022-07-23,Karachi,24.64,52.78,4.93,28.7,80
2022-07-23,Karachi,24.62,50.48,3.77,28.9,79
2022-07-23,Karachi,25.2,50.44,3.77,29.6,76
2022-07-23,Karachi,27.12,59.93,4.2,30.5,71
2022-07-23,Karachi,29.66,78.32,4.07,31.3,68
2022-07-23,Karachi,30.96,94.99,3.81,31.8,67
2022-07-23,Karachi,30.45,100.95,3.81,32.3,65
2022-07-23,Karachi,28.99,105.28,4.88,32.5,65
2022-07-23,Karachi,26.93,112.1,5.44,32.4,65
2022-07-23,Karachi,24.29,112.28,4.46,32.4,64
2022-07-23,Karachi,22.46,111.43,3.64,32.0,65
2022-07-23,Karachi,21.25,106.49,2.59,31.7,67
2022-07-23,Karachi,20.5,102.0,2.03,31.0,70
2022-07-23,Karachi,19.46,85.49,1.86,30.4,73
2022-07-23,Karachi,20.1,76.27,1.65,30.2,75
2022-07-23,Karachi,22.26,78.17,1.19,29.9,77
2022-07-23,Karachi,24.34,83.74,0.88,29.6,79
2022-07-23,Karachi,26.05,85.9,0.74,29.4,79
2022-07-24,Karachi,27.65,86.56,0.68,29.1,81
2022-07-24,Karachi,28.55,84.66,0.85,29.0,81
2022-07-24,Karachi,26.53,71.37,1.41,28.9,80
2022-07-24,Karachi,24.99,60.26,3.73,29.0,79
2022-07-24,Karachi,22.67,47.03,7.28,28.9,80
2022-07-24,Karachi,21.07,41.51,6.51,28.8,81
2022-07-24,Karachi,20.4,40.22,4.37,28.7,82
2022-07-24,Karachi,17.71,37.24,3.21,28.7,83
2022-07-24,Karachi,14.65,33.6,3.26,28.7,83
2022-07-24,Karachi,13.28,31.57,3.6,27.7,88
2022-07-24,Karachi,12.39,31.24,4.07,27.9,86
2022-07-24,Karachi,12.3,35.16,5.1,27.1,91
2022-07-24,Karachi,13.0,42.23,6.34,27.5,87
2022-07-24,Karachi,12.92,41.93,8.31,27.6,87
2022-07-24,Karachi,11.12,27.88,9.25,27.9,85
2022-07-24,Karachi,9.89,19.41,8.65,27.5,88
2022-07-24,Karachi,9.48,15.76,8.83,26.6,94
2022-07-24,Karachi,8.68,13.82,7.97,26.4,98
2022-07-24,Karachi,7.74,12.14,7.28,26.2,98
2022-07-24,Karachi,6.9,10.1,7.03,26.2,97
2022-07-24,Karachi,6.28,7.72,6.94,26.1,97
2022-07-24,Karachi,6.42,7.18,7.28,26.9,92
2022-07-24,Karachi,6.99,7.62,7.11,26.7,92
2022-07-24,Karachi,7.97,8.64,7.71,26.7,92
2022-07-25,Karachi,9.44,10.19,9.25,26.3,93
2022-07-25,Karachi,10.94,11.78,11.31,26.6,92
2022-07-25,Karachi,10.7,11.64,11.31,26.7,91
2022-07-25,Karachi,8.34,9.46,12.0,26.7,90
2022-07-25,Karachi,5.34,6.53,13.02,26.6,90
2022-07-25,Karachi,4.16,5.45,10.54,26.5,87
2022-07-25,Karachi,4.13,5.82,6.68,26.4,89
2022-07-25,Karachi,4.24,6.49,4.93,26.7,89
2022-07-25,Karachi,4.48,7.02,4.76,27.1,87
2022-07-25,Karachi,4.9,7.76,4.97,27.6,84
2022-07-25,Karachi,5.61,8.61,4.97,27.7,84
2022-07-25,Karachi,6.62,9.14,5.48,28.7,79
2022-07-25,Karachi,7.95,10.1,6.34,29.5,75
2022-07-25,Karachi,9.91,11.98,8.91,30.4,71
2022-07-25,Karachi,12.33,14.58,9.94,30.9,68
2022-07-25,Karachi,14.06,16.82,8.48,30.9,68
2022-07-25,Karachi,14.95,18.19,7.54,30.6,69
2022-07-25,Karachi,14.6,17.72,6.25,30.6,70
2022-07-25,Karachi,13.26,15.96,5.48,30.2,72
2022-07-25,Karachi,11.64,13.99,5.1,29.7,76
2022-07-25,Karachi,10.62,12.62,4.2,29.1,80
2022-07-25,Karachi,10.09,11.91,3.0,28.4,83
2022-07-25,Karachi,9.82,11.53,2.18,28.3,83
2022-07-25,Karachi,9.78,11.48,1.84,28.2,83
2022-07-26,Karachi,10.12,11.91,1.74,28.2,82
2022-07-26,Karachi,10.65,12.66,2.03,28.2,81
2022-07-26,Karachi,11.92,14.54,2.78,28.1,82
2022-07-26,Karachi,14.27,18.49,5.83,28.0,83
2022-07-26,Karachi,17.81,24.59,10.28,28.0,82
2022-07-26,Karachi,20.54,29.7,9.17,28.1,82
2022-07-26,Karachi,21.23,31.76,6.43,28.0,83
2022-07-26,Karachi,21.42,35.93,4.41,28.3,81
2022-07-26,Karachi,23.06,49.77,4.03,29.1,78
2022-07-26,Karachi,25.3,69.29,3.94,29.6,76
2022-07-26,Karachi,27.43,81.06,3.98,30.2,73
2022-07-26,Karachi,28.19,75.87,4.5,30.8,70
2022-07-26,Karachi,26.93,62.39,5.57,31.4,67
2022-07-26,Karachi,24.05,51.42,7.37,31.4,67
2022-07-26,Karachi,21.48,48.61,7.8,31.5,67
2022-07-26,Karachi,19.87,49.53,6.17,31.5,67
2022-07-26,Karachi,19.09,48.21,5.23,31.2,68
2022-07-26,Karachi,18.89,49.17,4.2,30.8,69
2022-07-26,Karachi,19.54,55.88,3.68,30.3,71
2022-07-26,Karachi,20.39,61.99,3.64,29.8,73
2022-07-26,Karachi,21.35,57.97,3.26,29.5,74
2022-07-26,Karachi,21.52,45.04,2.46,29.2,75
2022-07-26,Karachi,20.41,33.54,1.84,29.0,77
2022-07-26,Karachi,19.71,29.49,1.61,28.6,79
2022-07-27,Karachi,19.33,29.87,1.54,28.5,79
2022-07-27,Karachi,19.18,30.42,1.76,28.0,81
2022-07-27,Karachi,18.29,27.86,2.36,27.9,81
2022-07-27,Karachi,17.34,25.18,4.84,27.6,83
2022-07-27,Karachi,16.39,23.43,9.08,27.3,85
2022-07-27,Karachi,15.31,21.53,9.51,27.5,83
2022-07-27,Karachi,14.57,20.25,7.45,27.6,83
2022-07-27,Karachi,15.0,20.9,5.1,27.7,83
2022-07-27,Karachi,16.39,22.93,5.18,28.1,81
2022-07-27,Karachi,17.69,24.96,5.74,28.1,81
2022-07-27,Karachi,18.76,27.96,5.74,28.2,80
2022-07-27,Karachi,19.8,34.3,5.65,29.7,73
2022-07-27,Karachi,20.14,42.35,5.74,30.3,69
2022-07-27,Karachi,19.06,44.54,6.85,31.1,65
2022-07-27,Karachi,17.19,44.48,7.11,31.6,63
2022-07-27,Karachi,15.96,44.89,5.57,31.6,62
2022-07-27,Karachi,15.93,44.27,4.63,31.3,63
2022-07-27,Karachi,16.46,42.59,3.68,30.8,65
2022-07-27,Karachi,16.54,42.11,3.21,30.3,68
2022-07-27,Karachi,16.13,42.95,3.0,29.6,72
2022-07-27,Karachi,15.44,41.81,2.51,29.2,76
2022-07-27,Karachi,15.23,40.09,1.78,28.9,77
2022-07-27,Karachi,15.1,36.35,1.36,28.7,78
2022-07-27,Karachi,14.89,31.89,1.31,28.6,78
2022-07-28,Karachi,14.72,30.45,1.37,28.4,79
2022-07-28,Karachi,14.77,31.87,1.71,28.3,79
2022-07-28,Karachi,15.36,37.23,2.21,28.1,80
2022-07-28,Karachi,16.09,40.2,4.11,27.9,81
2022-07-28,Karachi,16.67,39.92,6.68,27.9,79
2022-07-28,Karachi,16.56,40.48,6.51,27.9,80
2022-07-28,Karachi,16.03,42.52,5.01,28.0,80
2022-07-28,Karachi,15.08,40.69,3.9,28.3,79
2022-07-28,Karachi,14.67,36.54,3.56,28.9,77
2022-07-28,Karachi,14.38,34.45,3.56,29.8,72
2022-07-28,Karachi,14.15,34.98,3.64,30.7,67
2022-07-28,Karachi,14.26,37.5,4.07,31.4,63
2022-07-28,Karachi,14.93,42.46,4.58,31.9,61
2022-07-28,Karachi,15.71,47.66,5.83,32.2,60
2022-07-28,Karachi,16.14,56.17,6.17,32.2,59
2022-07-28,Karachi,16.26,67.07,4.97,31.9,60
2022-07-28,Karachi,16.04,71.56,4.24,31.4,62
2022-07-28,Karachi,15.67,68.51,3.26,31.0,64
2022-07-28,Karachi,15.66,66.62,2.78,30.5,66
2022-07-28,Karachi,15.86,62.33,2.59,29.8,70
2022-07-28,Karachi,16.59,63.1,2.16,29.2,75
2022-07-28,Karachi,17.54,64.6,1.52,29.0,77
2022-07-28,Karachi,18.58,67.5,1.15,28.8,77
2022-07-28,Karachi,19.36,64.77,1.04,28.6,79
2022-07-29,Karachi,19.43,57.37,1.04,28.4,79
2022-07-29,Karachi,19.01,50.41,1.29,28.2,79
2022-07-29,Karachi,17.91,42.15,1.82,28.1,79
2022-07-29,Karachi,16.48,36.15,3.98,28.0,78
2022-07-29,Karachi,15.38,33.04,7.37,27.9,78
2022-07-29,Karachi,14.65,33.03,7.2,27.9,77
2022-07-29,Karachi,14.35,35.63,5.1,27.9,77
2022-07-29,Karachi,14.41,39.72,3.43,28.1,76
2022-07-29,Karachi,14.8,45.73,2.91,28.7,73
2022-07-29,Karachi,15.44,54.5,2.72,29.5,69
2022-07-29,Karachi,16.29,62.77,2.61,30.3,65
2022-07-29,Karachi,17.56,65.16,3.08,31.1,62
2022-07-29,Karachi,18.82,65.43,3.94,31.7,61
2022-07-29,Karachi,19.37,72.71,5.65,31.8,61
2022-07-29,Karachi,18.6,81.98,6.43,31.6,60
2022-07-29,Karachi,17.06,87.01,5.14,31.6,60
2022-07-29,Karachi,15.78,82.03,4.24,31.2,63
2022-07-29,Karachi,15.0,76.11,3.13,30.7,67
2022-07-29,Karachi,14.96,73.71,2.53,30.1,69
2022-07-29,Karachi,15.32,71.22,2.31,29.4,74
2022-07-29,Karachi,15.77,69.48,1.88,29.0,77
2022-07-29,Karachi,16.15,68.15,1.02,28.8,78
2022-07-29,Karachi,16.48,64.49,0.74,28.6,78
2022-07-29,Karachi,16.74,60.79,0.71,28.5,78
2022-07-30,Karachi,17.61,57.95,0.73,28.3,78
2022-07-30,Karachi,18.97,59.33,0.88,28.2,78
2022-07-30,Karachi,20.09,62.81,1.17,28.1,78
2022-07-30,Karachi,20.58,63.12,2.36,28.3,75
2022-07-30,Karachi,20.14,61.34,4.11,28.3,75
2022-07-30,Karachi,19.15,56.18,3.9,28.4,75
2022-07-30,Karachi,18.32,54.66,2.91,28.4,75
2022-07-30,Karachi,17.71,55.68,2.18,28.5,75
